time,open,high,low,close,tick_volume,spread,real_volume
2025-03-04 20:00:00,1.05417,1.05718,1.05377,1.05689,2642,1,0
2025-03-04 20:15:00,1.05687,1.05734,1.05601,1.05731,2126,1,0
2025-03-04 20:30:00,1.05731,1.05821,1.05701,1.05819,1600,1,0
2025-03-04 20:45:00,1.05819,1.0591,1.05757,1.0590600000000001,1746,1,0
2025-03-04 21:00:00,1.05905,1.05993,1.05875,1.05876,2181,1,0
2025-03-04 21:15:00,1.05878,1.05974,1.05865,1.05951,1342,1,0
2025-03-04 21:30:00,1.05952,1.0599,1.05914,1.05988,1245,1,0
2025-03-04 21:45:00,1.05989,1.0602,1.05956,1.06006,1023,1,0
2025-03-04 22:00:00,1.06006,1.06147,1.06006,1.06145,1145,1,0
2025-03-04 22:15:00,1.06145,1.06238,1.06107,1.0617,1592,1,0
2025-03-04 22:30:00,1.0617,1.06171,1.06031,1.06076,2124,1,0
2025-03-04 22:45:00,1.06078,1.06138,1.06063,1.06085,1745,1,0
2025-03-04 23:00:00,1.06092,1.06185,1.06082,1.06103,1048,1,0
2025-03-04 23:15:00,1.06103,1.06271,1.06086,1.06242,1762,1,0
2025-03-04 23:30:00,1.06242,1.06259,1.06173,1.06212,894,1,0
2025-03-04 23:45:00,1.06211,1.06243,1.06202,1.06238,588,1,0
2025-03-05 00:00:00,1.06207,1.06253,1.06205,1.06251,138,10,0
2025-03-05 00:15:00,1.06251,1.06251,1.0617,1.06175,262,1,0
2025-03-05 00:30:00,1.06174,1.06188,1.0617,1.06187,214,8,0
2025-03-05 00:45:00,1.06186,1.06202,1.06176,1.06195,197,1,0
2025-03-05 01:00:00,1.06195,1.06369,1.06195,1.06354,533,1,0
2025-03-05 01:15:00,1.06355,1.06355,1.06209,1.06258,672,1,0
2025-03-05 01:30:00,1.06258,1.06292,1.06222,1.06249,400,1,0
2025-03-05 01:45:00,1.0625,1.06281,1.06226,1.0623,426,1,0
2025-03-05 02:00:00,1.0623,1.06237,1.06149,1.06149,846,1,0
2025-03-05 02:15:00,1.0615,1.06167,1.06107,1.06163,820,1,0
2025-03-05 02:30:00,1.06162,1.06209,1.06136,1.06181,940,1,0
2025-03-05 02:45:00,1.06182,1.06273,1.06153,1.06209,943,1,0
2025-03-05 03:00:00,1.06207,1.06221,1.0615,1.06201,1078,1,0
2025-03-05 03:15:00,1.062,1.06276,1.06165,1.06171,1835,1,0
2025-03-05 03:30:00,1.0617,1.06187,1.06083,1.06124,2168,1,0
2025-03-05 03:45:00,1.06124,1.06183,1.06119,1.06127,1381,1,0
2025-03-05 04:00:00,1.06128,1.06143,1.06063,1.06097,1307,1,0
2025-03-05 04:15:00,1.06095,1.06155,1.06058,1.06064,1165,1,0
2025-03-05 04:30:00,1.06064,1.06087,1.06038,1.0608,1039,1,0
2025-03-05 04:45:00,1.06079,1.06108,1.06041,1.06042,1019,1,0
2025-03-05 05:00:00,1.06039,1.06067,1.06021,1.06063,1239,1,0
2025-03-05 05:15:00,1.06064,1.06099,1.06061,1.06078,750,1,0
2025-03-05 05:30:00,1.06079,1.061,1.06062,1.06066,882,1,0
2025-03-05 05:45:00,1.06066,1.06204,1.06057,1.06182,1499,1,0
2025-03-05 06:00:00,1.06183,1.0622,1.0618,1.0621,690,1,0
2025-03-05 06:15:00,1.0621,1.06214,1.06154,1.06161,649,1,0
2025-03-05 06:30:00,1.06161,1.06259,1.06157,1.06212,723,1,0
2025-03-05 06:45:00,1.0621,1.06211,1.06169,1.06188,624,1,0
2025-03-05 07:00:00,1.06189,1.06244,1.06188,1.06237,598,1,0
2025-03-05 07:15:00,1.06238,1.06241,1.06191,1.06194,434,1,0
2025-03-05 07:30:00,1.06193,1.06239,1.0619,1.06226,602,1,0
2025-03-05 07:45:00,1.06225,1.06325,1.06225,1.06315,595,1,0
2025-03-05 08:00:00,1.06314,1.06384,1.06308,1.06383,918,1,0
2025-03-05 08:15:00,1.06384,1.0639,1.06258,1.06266,980,1,0
2025-03-05 08:30:00,1.06267,1.06335,1.06257,1.06292,899,1,0
2025-03-05 08:45:00,1.06292,1.06345,1.06242,1.06323,842,1,0
2025-03-05 09:00:00,1.06325,1.06439,1.0631,1.06321,1732,1,0
2025-03-05 09:15:00,1.06319,1.06562,1.06296,1.06522,1828,1,0
2025-03-05 09:30:00,1.06524,1.06686,1.06482,1.06633,1933,1,0
2025-03-05 09:45:00,1.06632,1.06762,1.06518,1.06745,2268,1,0
2025-03-05 10:00:00,1.0674,1.06822,1.06585,1.06822,2499,1,0
2025-03-05 10:15:00,1.06822,1.06886,1.06807,1.06877,2016,1,0
2025-03-05 10:30:00,1.06877,1.06898,1.06737,1.06897,1979,1,0
2025-03-05 10:45:00,1.06898,1.06996,1.06879,1.06979,1992,1,0
2025-03-05 11:00:00,1.06983,1.0714299999999999,1.06955,1.06986,2287,1,0
2025-03-05 11:15:00,1.06984,1.07131,1.06964,1.07125,1822,1,0
2025-03-05 11:30:00,1.07125,1.0722,1.07096,1.07099,1809,1,0
2025-03-05 11:45:00,1.07098,1.07189,1.07067,1.07118,1570,1,0
